source_row,frequency_rank,complexity,word,romanized,pos_ko,classification,hanja_ref,english,note,word_group_size,word_group_index,review_flags
373,375.0,A,전화,jeonhwa,명,noun,電話,Telephone,,1,1,
374,376.0,A,끝나다,kkeutnada,동,verb,,To draw to a close or to end,,1,1,
375,377.0,A,돌아오다,doraoda,동,verb,,"to return, to come back",,1,1,
376,378.0,B,맞다,majda,동,verb,답이~,"Be right, correct; to match, be fitting for",,3,1,surface_duplicate
377,379.0,A,아빠,appa,명,noun,,Dad,,1,1,
378,380.0,B,걸리다,geollida,동,verb,걸다'의피동사,To be hung up or suspended,,1,1,
379,381.0,B,지키다,jikida,동,verb,,"Protect, maintain",,1,1,
380,382.0,A,한번,hanbeon,명,noun,-番,Once,,1,1,
381,383.0,A,커피,keopi,명,noun,coffee,Coffee,,1,1,
382,384.0,A,가슴,gaseum,명,noun,,Chest,,1,1,
383,386.0,A,길다,gilda,형,adjective,밤이~,To be long,,1,1,
384,387.0,B,바라보다,baraboda,동,verb,,"Look at, watch ; to look forward to, hope for",,1,1,
385,388.0,C,알아보다,araboda,동,verb,,"To investigate, examine, search",,1,1,
386,389.0,A,회사,hoesa,명,noun,會社,A company,,1,1,
387,390.0,A,맛,mas,명,noun,,Flavor,,1,1,
388,391.0,B,대부분,daebubun,명,noun,大部分,Most,,1,1,
389,392.0,C,산업,saneop,명,noun,産業,Industry,,1,1,
390,393.0,A,매우,maeu,부,adverb,,Very,,1,1,
391,394.0,A,오르다,oreuda,동,verb,,"Go up, climb, ascend",,1,1,
392,395.0,A,음식,eumsik,명,noun,飮食,Food,,1,1,
393,396.0,B,표정,pyojeong,명,noun,表情,"Facial expression, look",,1,1,
394,397.0,A,꼭,kkok,부,adverb,반드시,For sure,,2,1,surface_duplicate
395,398.0,B,일부,ilbu,명,noun,一部,"A part, a portion",,1,1,
396,399.0,A,요즘,yojeum,명,noun,,"Recently, nowadays",,1,1,
397,400.0,A,계획,gyehoek,명,noun,計劃,A plan or a project,,1,1,
398,401.0,B,느낌,neukkim,명,noun,,"Touch, feel",,1,1,
399,402.0,A,얼마,eolma,명,noun,,"How many, how much",,1,1,
400,403.0,B,고개,gogae,명,noun,~를돌리다,head; nape of the neck,,2,1,surface_duplicate
401,404.0,B,성격,seonggyeok,명,noun,性格,"Personality ; character, nature",,1,1,
402,405.0,A,계속,gyesok,부,adverb,繼續,Continuously,,1,1,
403,406.0,B,세기,segi,명,noun,世紀,Century,,1,1,
404,407.0,B,세우다,seuda,동,verb,,"Stand up, erect",,1,1,
405,408.0,A,아내,anae,명,noun,,Wife,,1,1,
406,409.0,A,가족,gajok,명,noun,家族,Family,,1,1,
407,411.0,B,현재,hyeonjae,부,adverb,現在,"The present time, now, at present",,2,1,surface_duplicate
408,413.0,A,세,se,관,attributive,~권,Three,,3,1,surface_duplicate
409,415.0,A,놓다,nohda,동,verb,,"Put, place",,2,2,surface_duplicate
410,416.0,B,발전,baljeon,명,noun,發展,Development,,2,1,surface_duplicate
411,417.0,A,차,cha,명,noun,車,"A vehicle, train/auto car",,4,1,surface_duplicate
412,418.0,A,놀다,nolda,동,verb,,"Play, amuse oneself",,1,1,
413,419.0,B,향하다,hyanghada,동,verb,向-,"To face, look out on",,1,1,
414,420.0,B,관련,gwanryeon,명,noun,關聯,Relation or connection or reference,,1,1,
415,421.0,C,형태,hyeongtae,명,noun,形態,"Form, shape",,1,1,
416,422.0,B,각,gak,관,attributive,各,Each or every,,1,1,
417,423.0,A,도시,dosi,명,noun,都市,City,,1,1,
418,424.0,C,작업,jageop,명,noun,作業,Work,,1,1,
419,425.0,B,분위기,bunwigi,명,noun,雰圍氣,"atmosphere,surroundings",,1,1,
420,426.0,B,그러하다,geureohada,형,adjective,,To be so or right,,1,1,
421,427.0,B,자기,jagi,명,noun,自己,"Oneself, number one, numerouno, self",,2,2,surface_duplicate
422,429.0,A,나이,nai,명,noun,,Age,,1,1,
423,430.0,B,우선,useon,부,adverb,于先,"First of all, before everything",,1,1,
424,431.0,B,믿다,mitda,동,verb,,Believe,,1,1,
425,432.0,A,바꾸다,bakkuda,동,verb,,"change,exchange",,1,1,
426,433.0,B,낳다,nahda,동,verb,,To give birth,,1,1,
427,434.0,C,바,ba,의,noun,,"A thing, what",,2,1,surface_duplicate
428,435.0,B,정보,jeongbo,명,noun,情報,"information,intelligence",,1,1,
429,436.0,B,열리다,yeollida,동,verb,문이~,"Open, be opened, be unlocked",,2,1,surface_duplicate
430,438.0,A,좋아하다,johahada,동,verb,,"To like, be fond of",,1,1,
431,439.0,A,그리다,geurida,동,verb,그림을~,Picture or draw a picture,,1,1,
432,440.0,B,만큼,mankeum,의,noun,,Of that amount,,1,1,
433,441.0,A,배우다,baeuda,동,verb,,To learn,,1,1,
434,442.0,C,시,si,명,noun,詩,"poem, poetry",,3,2,surface_duplicate
435,443.0,B,역할,yeokhal,명,noun,役割,"A part, a role",,1,1,
436,444.0,A,옆,yeop,명,noun,,Next to,,1,1,
437,445.0,B,행동,haengdong,명,noun,行動,"Action, behavior",,1,1,
438,446.0,A,어,eo,감,interjection,,"Oh, well, why",,1,1,
439,447.0,B,국내,guknae,명,noun,國內,Inside the country,,1,1,
440,448.0,C,비하다,bihada,동,verb,比-,Compare to,,1,1,
441,449.0,C,기관,gigwan,명,noun,機關,An engine or a machine,,1,1,
442,450.0,C,입장,ipjang,명,noun,立場,"A position, situation",,1,1,
443,451.0,C,만하다,manhada,보,auxiliary verb,,Be of the extent of,,1,1,
444,452.0,B,예,ye,명,noun,例,Example,,3,1,surface_duplicate
445,453.0,A,아래,arae,명,noun,,"The bottom, the lower part",,1,1,
446,454.0,C,방식,bangsik,명,noun,方式,"A form, method, process",,1,1,
447,455.0,C,영향,yeonghyang,명,noun,影響,"Influence, consequences",,1,1,
448,457.0,A,그럼,geureom,부,adverb,그러면'의준말,Certainly or of course.,,2,1,surface_duplicate
449,458.0,B,나서다,naseoda,동,verb,,"Come out, come forth",,1,1,
450,459.0,B,흐르다,heureuda,동,verb,,"Flow, stream",,1,1,
451,460.0,A,저,jeo,관,attributive,멀리있는대상,That,,4,2,surface_duplicate
452,461.0,B,깊다,gipda,형,adjective,,Deep,,1,1,
453,462.0,A,배,bae,명,noun,~를띄우다,A boat (boating),,4,1,surface_duplicate
454,463.0,C,내,nae,의,noun,內,Inside,,1,1,
455,464.0,B,모양,moyang,명,noun,模樣,"A shape, form",,2,1,surface_duplicate
456,465.0,A,산,san,명,noun,山,A mountain,,1,1,
457,466.0,A,새,sae,관,attributive,,New,,3,1,surface_duplicate
458,467.0,A,하지만,hajiman,부,adverb,,"But, nevertheless",,1,1,
459,468.0,B,조건,jogeon,명,noun,條件,"condition,stipulation",,1,1,
460,469.0,A,문,mun,명,noun,門,Door,,1,1,
461,470.0,A,꽃,kkocc,명,noun,,Flower,,1,1,
462,471.0,C,단계,dangye,명,noun,段階,"A step, phase",,1,1,
463,472.0,C,올리다,ollida,동,verb,,"Raise, lift up",,1,1,
464,473.0,A,그동안,geudongan,명,noun,,During that time,,1,1,
465,474.0,C,교사,gyosa,명,noun,敎師,Instructor,,1,1,
466,475.0,A,갑자기,gapjagi,부,adverb,,Suddenly,,1,1,
467,476.0,B,넘다,neomda,동,verb,,Cross or go across,,1,1,
468,477.0,C,지니다,jinida,동,verb,,"Carry with, hold, possess",,1,1,
469,478.0,A,바람,baram,명,noun,~이불다,Wind,,3,1,surface_duplicate
470,479.0,A,잘하다,jalhada,동,verb,,To do well,,1,1,
471,480.0,B,마을,maeul,명,noun,,Town,,1,1,
472,481.0,B,어리다,eorida,형,adjective,나이가적다,"To be very young, juvenile",,2,1,surface_duplicate
473,482.0,B,대표,daepyo,명,noun,代表,Representative,,1,1,
474,483.0,B,가능성,ganeungseong,명,noun,可能性,Possibility,,1,1,
475,484.0,B,방향,banghyang,명,noun,方向,Direction,,1,1,
476,485.0,B,대회,daehoe,명,noun,大會,A great meeting,,1,1,
477,486.0,B,목소리,moksori,명,noun,,Voice,,1,1,
478,487.0,A,노래,norae,명,noun,,Song,,1,1,
479,488.0,A,바다,bada,명,noun,,Sea,,1,1,
480,489.0,A,힘들다,himdeulda,형,adjective,,"To be hard, difficult",,1,1,
481,490.0,A,공부,gongbu,명,noun,工夫,Study,,1,1,
482,491.0,B,움직이다,umjigida,동,verb,,"To move, stir",,1,1,
483,492.0,C,의원,uiwon,명,noun,議員,A member,,1,1,
484,494.0,B,노력,noryeok,명,noun,努力,Effort,,1,1,
485,495.0,A,못하다,moshada,동,verb,,Be impossible,,3,2,surface_duplicate
486,496.0,B,전혀,jeonhyeo,부,adverb,全-,"entirely,utterly,completely",,1,1,
487,497.0,A,언니,eonni,명,noun,,Older sister,,1,1,
488,498.0,B,단체,danche,명,noun,團體,"A corps, a group",,1,1,
489,499.0,A,분,bun,의,noun,한~,Minutes,,2,2,surface_duplicate
490,500.0,B,알려지다,allyeojida,동,verb,,To become known,,1,1,
491,501.0,B,가능하다,ganeunghada,형,adjective,可能-,To be possible,,1,1,
492,502.0,B,능력,neungryeok,명,noun,能力,"Ability, capability, how much and how well",,1,1,
493,503.0,B,주장하다,jujanghada,동,verb,主張-,"To assert,maintain",,1,1,
494,504.0,B,자식,jasik,명,noun,子息,one’s children,,1,1,
495,505.0,B,돌리다,dollida,동,verb,팽이를~,"to turn (e.g. A clock), to spin",,1,1,
496,506.0,A,불,bul,명,noun,,Fire,,1,1,
497,507.0,C,주민,jumin,명,noun,住民,"inhabitants,dwellers",,1,1,
498,508.0,B,모으다,moeuda,동,verb,,"gather,get together",,1,1,
499,509.0,B,자료,jaryo,명,noun,資料,"materials,data",,1,1,
500,510.0,C,존재,jonjae,명,noun,存在,Existence,,1,1,
501,512.0,A,학년,haknyeon,명,noun,學年,A school year,,1,1,
502,513.0,A,신문,sinmun,명,noun,新聞,A newspaper,,1,1,
503,514.0,A,가지다,gajida,보,auxiliary verb,,To have or take or hold,,2,2,surface_duplicate
504,515.0,A,이해하다,ihaehada,동,verb,理解-,To understand,,1,1,
505,516.0,B,제품,jepum,명,noun,製品,Manufactured goods,,1,1,
506,517.0,C,분야,bunya,명,noun,分野,Field,,1,1,
507,518.0,A,선생,seonsaeng,명,noun,先生,Teacher,,1,1,
508,519.0,A,돌아가다,doragada,동,verb,,"to return, to go back",,1,1,
509,520.0,B,사업,saeop,명,noun,事業,Business,,1,1,
510,521.0,C,행위,haengwi,명,noun,行爲,"An act, deed, behavior",,1,1,
511,522.0,C,수준,sujun,명,noun,水準,Level,,1,1,
512,523.0,B,지난해,jinanhae,명,noun,,Last year,,1,1,
513,524.0,B,표현,pyohyeon,명,noun,表現,"Verbal expression, representation, manifestation",,1,1,
514,525.0,A,기분,gibun,명,noun,氣分,Mood,,1,1,
515,527.0,C,대,dae,의,noun,代,generation; replacement,,5,1,surface_duplicate
516,528.0,B,젊다,jeolmda,형,adjective,,"To be young,youthful",,1,1,
517,529.0,B,동시,dongsi,명,noun,同時,the same time; concurrently,,1,1,
518,530.0,A,옷,os,명,noun,,Clothes,,1,1,
519,531.0,C,기능,gineung,명,noun,機能,Function or functionality,,2,1,surface_duplicate
520,532.0,B,순간,sungan,명,noun,瞬間,"A moment,a second",,1,1,
521,533.0,B,전쟁,jeonjaeng,명,noun,戰爭,War,,1,1,
522,534.0,A,전,jeon,관,attributive,前,Before,,3,2,surface_duplicate
523,535.0,A,꿈,kkum,명,noun,,A Dream,,1,1,
524,536.0,A,할머니,halmeoni,명,noun,,Grandmother,,1,1,
525,537.0,A,회의,hoeui,명,noun,會議,"A meeting, a conference",,2,1,surface_duplicate
526,538.0,B,방송,bangsong,명,noun,放送,Broadcast,,1,1,
527,539.0,A,이야기하다,iyagihada,동,verb,,To talk,,1,1,
528,540.0,A,나무,namu,명,noun,,Tree,,1,1,
529,541.0,A,자다,jada,동,verb,,To sleep,,1,1,
530,543.0,C,연극,yeongeuk,명,noun,演劇,"drama,a play",,1,1,
531,544.0,A,오늘,oneul,부,adverb,,Today,,2,2,surface_duplicate
532,545.0,B,마찬가지,machangaji,명,noun,,The same,,1,1,
533,546.0,A,걷다,geotda,동,verb,느릿느릿~,To walk,,3,1,surface_duplicate
534,547.0,C,노동,nodong,명,noun,勞動,"Labor, work",,1,1,
535,548.0,A,이때,ittae,명,noun,,"At this time, moment",,1,1,
536,549.0,B,과거,gwageo,명,noun,過去,The past,,2,1,surface_duplicate
537,550.0,C,가치,gachi,명,noun,價値,Price,,1,1,
538,551.0,A,시간,sigan,의,noun,時間,Time,,2,2,surface_duplicate
539,552.0,C,집단,jipdan,명,noun,集團,"A group, a collective body",,1,1,
540,553.0,B,현대,hyeondae,명,noun,現代,"The present age, times",,1,1,
541,555.0,B,살펴보다,salpyeoboda,동,verb,,Watch closely,,1,1,
542,556.0,C,장관,janggwan,명,noun,長官,A government cabinet minister,,1,1,
543,557.0,B,차이,chai,명,noun,差異,"difference,disparity",,1,1,
544,558.0,B,풀다,pulda,동,verb,,"Untie, loosen ; to melt into",,1,1,
545,559.0,B,시절,sijeol,명,noun,時節,"season,time,occasion",,1,1,
546,560.0,A,물건,mulgeon,명,noun,物件,A thing,,1,1,
547,561.0,B,직접,jikjeop,부,adverb,直接,Directly,,2,1,surface_duplicate
548,562.0,B,개인,gaein,명,noun,個人,Private or individual,,1,1,
549,563.0,B,근데,geunde,부,adverb,그런데,But or however,,1,1,
550,564.0,A,발,bal,명,noun,신체의일부,Foot,,1,1,
551,565.0,B,작가,jakga,명,noun,作家,"writer,author",,1,1,
552,566.0,B,효과,hyogwa,명,noun,效果,"Effect, effectiveness",,1,1,
553,567.0,B,불교,bulgyo,명,noun,佛敎,Buddhism,,1,1,
554,568.0,B,끌다,kkeulda,동,verb,,Pull,,1,1,
555,569.0,C,대로,daero,의,noun,,"Like, according to",,1,1,
556,572.0,A,빨리,ppalli,부,adverb,,Quickly,,1,1,
557,573.0,A,시작되다,sijakdoeda,동,verb,始作-,"To begin,start",,1,1,
558,575.0,A,둘,dul,수,numeral,,two (with counters),,1,1,
559,576.0,A,말다,malda,동,verb,그만두다,Cease,,3,2,surface_duplicate
560,577.0,A,설명하다,seolmyeonghada,동,verb,說明-,To explain,,1,1,
561,578.0,C,우주,uju,명,noun,宇宙,The universe,,1,1,
562,579.0,C,시기,sigi,명,noun,時機,"An opportunity,chance",,2,1,surface_duplicate
563,580.0,B,마치,machi,부,adverb,,"As though, as if",,1,1,
564,581.0,A,살,sal,의,noun,한~,Years old,,2,1,surface_duplicate
565,582.0,C,생산,saengsan,명,noun,生産,1) production 2)birth,,1,1,
566,583.0,B,바라다,barada,동,verb,,"Wish, hope",,1,1,
567,584.0,B,강하다,ganghada,형,adjective,强-,To be strong or powerful,,1,1,
568,585.0,B,경험,gyeongheom,명,noun,經驗,Experience or undergo or suffer,,1,1,
569,586.0,A,음악,eumak,명,noun,音樂,Music,,1,1,
570,587.0,B,최고,choego,명,noun,最高,The best,,1,1,
571,588.0,B,나타내다,natanaeda,동,verb,,"Show, display",,1,1,
572,589.0,A,아프다,apeuda,형,adjective,,To hurt,,1,1,
573,590.0,A,적다,jeokda,형,adjective,경험이~,"To be small, few in number",,2,1,surface_duplicate
574,592.0,A,비,bi,명,noun,~가내리다,Rain,,2,1,surface_duplicate
575,593.0,A,고향,gohyang,명,noun,故鄕,Hometown,,1,1,
576,594.0,A,놀라다,nollada,동,verb,,Be surprised,,1,1,
577,595.0,B,다양하다,dayanghada,형,adjective,多樣-,"To be various, diverse",,1,1,
578,596.0,A,울다,ulda,동,verb,울음을~,"To cry, weep",,1,1,
579,597.0,C,농민,nongmin,명,noun,農民,A farmer,,1,1,
580,598.0,C,드러나다,deureonada,동,verb,,"to appear, to become manifest",,1,1,
581,599.0,A,은행,eunhaeng,명,noun,銀行,A bank,,1,1,
582,600.0,A,지내다,jinaeda,동,verb,,"To pass, spend time",,1,1,
583,601.0,A,결혼,gyeolhon,명,noun,結婚,Marriage,,1,1,
584,602.0,A,동생,dongsaeng,명,noun,同生,younger sibling,,1,1,
585,603.0,B,법,beop,명,noun,法,"A law, the law",,2,1,surface_duplicate
586,604.0,B,소설,soseol,명,noun,小說,"A novel, fiction story",,1,1,
587,605.0,A,예,ye,감,interjection,,Example,,3,2,surface_duplicate
588,606.0,A,오후,ohu,명,noun,午後,The afternoon,,1,1,
589,607.0,B,질서,jilseo,명,noun,秩序,"Order, system",,1,1,
590,609.0,B,담다,damda,동,verb,넣다,Put in a bottle,,1,1,
591,610.0,B,모이다,moida,동,verb,,"Meet, assemble",,1,1,
592,611.0,B,시민,simin,명,noun,市民,Residents of a city,,1,1,
593,612.0,B,회장,hoejang,명,noun,會長,"Chariman, the president",,1,1,
594,613.0,A,빠르다,ppareuda,형,adjective,,"Be fast, quick",,1,1,
595,614.0,B,스스로,seuseuro,부,adverb,,"On its own, of its own free will",,2,1,surface_duplicate
596,615.0,A,아기,agi,명,noun,,"baby,infant",,1,1,
597,616.0,A,아저씨,ajeossi,명,noun,,"Sir, calling an unknown male",,1,1,
598,617.0,A,옛날,yesnal,명,noun,,"Ancient times, antiquity",,1,1,
599,618.0,B,이날,inal,명,noun,,"Today, this day",,1,1,
600,619.0,B,제대로,jedaero,부,adverb,,As properly is suitable,,1,1,
601,620.0,A,달,dal,의,noun,,The moon,,2,1,surface_duplicate
602,621.0,B,던지다,deonjida,동,verb,,To throw,,1,1,
603,622.0,A,참,cham,부,adverb,참으로,"really,truly",,3,1,surface_duplicate
604,623.0,B,공간,gonggan,명,noun,空間,Space or room,,1,1,
605,624.0,A,이곳,igos,대,pronoun,,"This place, here",,1,1,
606,625.0,A,딸,ttal,명,noun,,daughter (female child),,1,1,
607,626.0,A,마지막,majimak,명,noun,,"Last, final",,1,1,
608,627.0,B,벌이다,beorida,동,verb,,(1) to plan to start a job/project (2) to play a table game,,1,1,
609,628.0,A,병원,byeongwon,명,noun,病院,Hospital,,1,1,
610,630.0,C,자세,jase,명,noun,姿勢,"Position, posture",,1,1,
611,631.0,B,강조하다,gangjohada,동,verb,强調-,Place empasis upon,,1,1,
612,632.0,A,경찰,gyeongchal,명,noun,警察,The police,,1,1,
613,633.0,B,맡다,matda,동,verb,담임을~,Take charge of,,2,1,surface_duplicate
614,634.0,A,저녁,jeonyeok,명,noun,,Evening,,1,1,
615,635.0,B,한편,hanpyeon,부,adverb,-便,"One side, one way; on the other hand, while",,2,1,surface_duplicate
616,636.0,A,그러면,geureomyeon,부,adverb,,If so or if that is the case,,1,1,
617,637.0,B,기자,gija,명,noun,記者,A journalist,,1,1,
618,638.0,A,넓다,neolpda,형,adjective,,Broad,,1,1,
619,639.0,A,시험,siheom,명,noun,試驗,A test,,1,1,
620,640.0,A,잠,jam,명,noun,,Sleep,,1,1,
621,641.0,B,주로,juro,부,adverb,主-,"principally,mainly",,1,1,
622,642.0,B,훨씬,hwolssin,부,adverb,,"By far, very much so",,1,1,
623,643.0,C,면,myeon,명,noun,面.양쪽~,Side,,3,1,surface_duplicate
624,645.0,B,통일,tongil,명,noun,統一,Unification,,1,1,
625,646.0,B,들어서다,deureoseoda,동,verb,,"to enter, to take up a position, to occupy",,1,1,
626,647.0,A,건강,geongang,명,noun,健康,Health,,1,1,
627,648.0,A,가깝다,gakkapda,형,adjective,,Close,,1,1,
628,649.0,A,건물,geonmul,명,noun,建物,Building,,1,1,
629,650.0,B,시설,siseol,명,noun,施設,"establishment,institution",,1,1,
630,651.0,A,외국,oeguk,명,noun,外國,A foreign country,,1,1,
631,652.0,A,밑,mit,명,noun,,The bottom,,1,1,
632,653.0,A,어른,eoreun,명,noun,,"A man, an adult",,1,1,
633,654.0,B,주변,jubyeon,명,noun,周邊,A circumference,,1,1,
634,655.0,B,대신,daesin,명,noun,代身,Instead of,,1,1,
635,656.0,C,원인,wonin,명,noun,原因,"A cause,a factor",,1,1,
636,657.0,A,팔다,palda,동,verb,,To sell,,1,1,
637,658.0,B,차례,charye,명,noun,次例,"(1) order,precedence (2) one time, one round",,1,1,
638,659.0,B,군,gun,명,noun,軍,An army,,3,1,surface_duplicate
639,660.0,A,열심히,yeolsimhi,부,adverb,熱心-,"Enthusiastically,with zeal",,1,1,
640,661.0,A,일하다,ilhada,동,verb,,"To work, labor",,1,1,
641,662.0,B,재산,jaesan,명,noun,財産,"property,fortune, assets, possessions",,1,1,
642,663.0,A,조금,jogeum,명,noun,,A little,,2,1,surface_duplicate
643,664.0,A,팀,tim,명,noun,team,Team,,1,1,
644,665.0,A,부모,bumo,명,noun,父母,Parents,,1,1,
645,666.0,B,약간,yakgan,부,adverb,若干,"a little, a bit; somewhat",,2,1,surface_duplicate
646,667.0,C,언어,eoneo,명,noun,言語,"language,speech",,1,1,
647,668.0,B,요구하다,yoguhada,동,verb,要求-,"To demand,claim,request",,1,1,
648,669.0,A,올라가다,ollagada,동,verb,,"To go up, ascend",,1,1,
649,670.0,B,첫,cheos,관,attributive,,First,,1,1,
650,671.0,C,감독,gamdok,명,noun,監督,The director,,1,1,
651,672.0,A,그날,geunal,명,noun,,That day or that same day,,1,1,
652,673.0,B,사실,sasil,부,adverb,事實,"The truth, a fact",,2,2,surface_duplicate
653,674.0,A,자주,jaju,부,adverb,,"Always, constantly",,1,1,
654,675.0,C,당하다,danghada,동,verb,當-,"Have, encounter",,1,1,
655,676.0,C,삼다,samda,동,verb,친구로~,Make a thing of,,1,1,
656,677.0,B,약,yak,관,attributive,約,"About, approximately",,3,1,surface_duplicate
657,678.0,B,기간,gigan,명,noun,期間,A period or a time or,,1,1,
658,679.0,A,담배,dambae,명,noun,,Tobacco,,1,1,
659,680.0,B,일으키다,ireukida,동,verb,,"Riase, get up; start, commence",,1,1,
660,681.0,C,일단,ildan,부,adverb,一旦,Temporarily,,1,1,
661,682.0,A,할아버지,harabeoji,명,noun,,Grandfather,,1,1,
662,683.0,C,조직,jojik,명,noun,組織,"Organization (composition, structure)",,1,1,
663,684.0,A,태어나다,taeeonada,동,verb,,"To be born, see the light of day",,1,1,
664,685.0,B,공장,gongjang,명,noun,工場,Construction site,,1,1,
665,686.0,A,벌써,beolsseo,부,adverb,,Already,,1,1,
666,687.0,B,즐기다,jeulgida,동,verb,,"Enjoy oneself,take pleasure,delight",,1,1,
667,688.0,B,지,ji,의,noun,만난~오래되다,"since,from",,1,1,
668,689.0,A,환자,hwanja,명,noun,患者,A patient,,1,1,
669,690.0,B,변하다,byeonhada,동,verb,變-,Change,,1,1,
670,691.0,B,사고,sago,명,noun,事故,An accident,,2,1,surface_duplicate
671,692.0,B,그래도,geuraedo,불,expression,그리하여도,All the same,,1,1,
672,693.0,B,아무리,amuri,부,adverb,,However much,,1,1,
673,694.0,B,맞추다,majchuda,동,verb,,"Adjust, adapt",,1,1,
674,695.0,B,쌀,ssal,명,noun,,Uncooked rice,,1,1,
675,696.0,B,일반,ilban,명,noun,一般,"universal,common,usual",,1,1,
676,697.0,A,재미있다,jaemiissda,형,adjective,,"interesting,fun",,1,1,
